temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,time
74.44,73.85,71.08,76.77,1022,48,1022,1018,31-Aug-2025 17:04:16
74.98,74.44,71.94,78.33,1022,48,1022,1018,31-Aug-2025 18:04:30
74.97,74.46,72.14,78.71,1021,49,1021,1017,31-Aug-2025 19:04:18
74.75,74.17,71.46,77.88,1021,48,1021,1017,31-Aug-2025 20:00:00
73.9,73.26,70.95,76.41,1022,48,1022,1018,31-Aug-2025 21:00:00
72.46,71.76,68.95,75.22,1022,50,1022,1018,31-Aug-2025 22:03:40
69.4,68.68,66.16,71.33,1022,56,1022,1018,31-Aug-2025 23:00:05
64.78,64,60.89,66.58,1023,65,1023,1019,01-Sep-2025 00:25:36
62.28,61.54,58.19,64.22,1023,71,1023,1019,01-Sep-2025 01:30:05
60.58,59.83,56.19,63.21,1024,74,1024,1020,01-Sep-2025 02:31:01
59.47,58.69,54.7,62.22,1023,76,1023,1020,01-Sep-2025 03:26:20
58.39,57.54,53.98,61.11,1023,77,1023,1020,01-Sep-2025 04:06:42
57.61,56.75,53.2,60.67,1024,78,1024,1020,01-Sep-2025 04:58:49
56.37,55.56,52.2,58.95,1024,82,1024,1020,01-Sep-2025 06:01:31
55.92,55.11,52.05,59.07,1023,83,1023,1019,01-Sep-2025 07:04:48
55.69,54.81,52.41,58.44,1024,82,1024,1020,01-Sep-2025 08:01:14
54.88,53.96,51.26,57.09,1024,83,1024,1020,01-Sep-2025 09:00:00
54.41,53.49,50.2,57.09,1024,84,1024,1020,01-Sep-2025 09:57:21
55.89,55.08,51.73,58.21,1025,83,1025,1021,01-Sep-2025 11:01:30
61.39,60.94,57.51,64.09,1025,79,1025,1021,01-Sep-2025 12:12:52
66.09,65.73,62.29,68.45,1025,71,1025,1021,01-Sep-2025 13:04:00
70.05,69.85,66.99,72.34,1025,66,1025,1021,01-Sep-2025 14:05:54
72.21,72.14,68.67,74.16,1025,64,1025,1021,01-Sep-2025 15:03:04
74.82,74.82,71.15,77.14,1025,60,1025,1021,01-Sep-2025 16:06:15
74.44,74.35,71.01,77.34,1025,59,1025,1021,01-Sep-2025 17:04:35
73.69,73.58,70.14,76.33,1025,60,1025,1021,01-Sep-2025 18:09:53
73.98,73.85,70.66,76.24,1025,59,1025,1020,01-Sep-2025 19:04:50
72.72,72.61,69.75,75.52,1024,62,1024,1020,01-Sep-2025 20:05:50
71.6,71.51,68.95,74.25,1024,65,1024,1020,01-Sep-2025 21:03:01
70.84,70.74,67.95,73.35,1024,66,1024,1020,01-Sep-2025 21:55:37
69.12,69.03,66.15,70.77,1024,70,1024,1020,01-Sep-2025 22:56:45
66.2,66.18,63.66,68.16,1024,78,1024,1020,02-Sep-2025 00:19:23
64.72,64.71,61.34,66.45,1024,81,1024,1020,02-Sep-2025 01:31:05
63.86,63.95,60.15,65.44,1024,85,1024,1020,02-Sep-2025 02:29:07
63.41,63.5,59.14,65.1,1023,86,1023,1019,02-Sep-2025 03:17:37
62.04,62.04,58.3,63.99,1024,87,1024,1019,02-Sep-2025 03:55:30
60.08,59.88,56.32,62.46,1023,87,1023,1019,02-Sep-2025 05:07:42
59.59,59.34,55.33,61.95,1023,87,1023,1019,02-Sep-2025 05:58:47
58.62,58.28,54.32,61.45,1023,87,1023,1019,02-Sep-2025 07:05:01
57.88,57.47,53.42,61.09,1023,87,1023,1019,02-Sep-2025 08:11:45
58.26,57.88,54.25,60.94,1023,87,1023,1018,02-Sep-2025 09:00:59
57.36,56.89,53.2,60.22,1022,87,1022,1018,02-Sep-2025 10:08:40
57.6,57.15,53.42,61,1023,87,1023,1018,02-Sep-2025 10:59:15
61.74,61.79,58.14,65.28,1022,89,1022,1018,02-Sep-2025 12:03:01
67.57,67.46,64.26,70.09,1022,73,1022,1018,02-Sep-2025 13:04:39
71.49,71.2,68.65,74.25,1022,61,1022,1018,02-Sep-2025 14:03:14
73.83,73.51,71.17,76.77,1021,55,1021,1018,02-Sep-2025 15:05:16
75.18,74.84,71.94,78.35,1021,52,1021,1017,02-Sep-2025 16:02:10
75.97,75.58,73.17,79.2,1020,49,1020,1016,02-Sep-2025 17:01:33
76.41,76.01,73.35,79.57,1020,48,1020,1016,02-Sep-2025 17:57:51
76.62,76.19,73.35,80.26,1019,47,1019,1015,02-Sep-2025 18:55:53
76.21,75.78,73.09,79.57,1019,48,1019,1014,02-Sep-2025 19:58:51
74.95,74.59,71.55,77.58,1018,52,1018,1014,02-Sep-2025 21:06:52
73.38,73.06,70.05,75.65,1018,56,1018,1014,02-Sep-2025 22:05:09
70.45,70.11,67.87,72.57,1018,62,1018,1014,02-Sep-2025 23:00:00
66.65,66.34,63.14,68.85,1018,71,1018,1014,03-Sep-2025 00:26:31
64.58,64.26,60.15,66.85,1018,75,1018,1014,03-Sep-2025 01:31:10
63.68,63.32,58.5,65.98,1018,76,1018,1014,03-Sep-2025 02:27:45
63.54,63.21,58.14,65.44,1017,77,1017,1014,03-Sep-2025 03:11:10
62.44,62.04,57.15,64.42,1017,78,1017,1013,03-Sep-2025 04:05:58
61,60.66,55.44,63.28,1017,82,1017,1013,03-Sep-2025 05:03:30
59.49,59.04,54.7,62.1,1016,83,1016,1013,03-Sep-2025 06:10:32
58.59,58.05,53.85,61.07,1016,83,1016,1012,03-Sep-2025 07:08:11
57.87,57.31,53.44,60.3,1016,84,1016,1012,03-Sep-2025 08:00:00
56.53,55.89,52.18,59.45,1015,85,1015,1012,03-Sep-2025 09:04:13
55.63,54.9,51.53,58.44,1016,85,1016,1012,03-Sep-2025 10:01:12
56.5,55.74,52.38,59.09,1016,83,1016,1012,03-Sep-2025 10:56:45
61.16,60.87,57.58,64.22,1016,83,1016,1012,03-Sep-2025 12:11:37
67.59,67.24,64.09,70.11,1016,68,1016,1012,03-Sep-2025 13:18:38
71.15,70.83,67.87,73.72,1015,61,1015,1011,03-Sep-2025 14:03:51
73.92,73.6,70.14,76.51,1015,55,1015,1011,03-Sep-2025 14:57:30
76.59,76.33,73.09,79.25,1014,51,1014,1010,03-Sep-2025 16:01:34
78.57,78.39,74.21,81.25,1013,48,1013,1009,03-Sep-2025 17:01:10
78.21,78.03,73.65,81.77,1013,49,1013,1009,03-Sep-2025 18:05:06
78.04,77.85,74.08,81.57,1012,49,1012,1008,03-Sep-2025 19:06:11
77.38,77.13,73.65,81.32,1011,49,1011,1007,03-Sep-2025 20:03:12
77.58,77.38,73.09,80.28,1011,50,1011,1007,03-Sep-2025 21:04:08
74.62,74.46,70.95,77.67,1011,57,1011,1007,03-Sep-2025 22:03:07
72.54,72.45,68.88,74.66,1011,63,1011,1008,03-Sep-2025 23:05:45
69.49,69.33,65.14,71.17,1012,68,1012,1008,04-Sep-2025 00:23:38
66.52,66.22,62.64,68.16,1013,71,1013,1009,04-Sep-2025 01:34:28
64.6,64.15,60.64,66.42,1013,72,1013,1009,04-Sep-2025 02:32:22
63.75,63.27,60.15,65.84,1012,73,1012,1009,04-Sep-2025 03:05:09
62.17,61.61,58.19,64.35,1012,75,1012,1009,04-Sep-2025 04:05:30
60.84,60.28,56.34,63.09,1012,78,1012,1009,04-Sep-2025 05:06:08
59.34,58.87,55.35,61.84,1012,83,1012,1009,04-Sep-2025 06:08:50
58.48,57.97,54.32,60.94,1012,84,1012,1009,04-Sep-2025 07:06:56
57.83,57.31,53.51,60.46,1012,85,1012,1009,04-Sep-2025 08:07:22
57.2,56.66,53.2,59.29,1012,86,1012,1009,04-Sep-2025 09:05:00
56.61,56.01,52.18,59.09,1013,86,1013,1009,04-Sep-2025 10:03:30
57.06,56.46,53.31,59.29,1013,85,1013,1010,04-Sep-2025 11:06:20
60.76,60.49,57.52,63.28,1014,84,1014,1010,04-Sep-2025 12:06:25
66.51,66.38,63.14,69.12,1013,75,1013,1010,04-Sep-2025 13:11:14
69.98,69.93,66.15,73.2,1013,69,1013,1010,04-Sep-2025 13:56:08
74.53,74.52,71.15,77.11,1013,60,1013,1009,04-Sep-2025 15:00:27
77.11,77.11,73.15,79.34,1013,55,1013,1008,04-Sep-2025 15:58:40
78.06,78.06,73.65,81.14,1012,53,1012,1008,04-Sep-2025 17:05:07
77.88,77.9,73.94,81.63,1012,54,1012,1007,04-Sep-2025 17:58:51
77.74,77.76,73.65,81.7,1011,54,1011,1007,04-Sep-2025 19:04:42
77.97,78.1,74.14,80.56,1010,56,1010,1006,04-Sep-2025 20:01:11
77.72,77.83,73.89,79.14,1010,56,1010,1006,04-Sep-2025 21:00:20
75.36,75.33,72.28,77.32,1010,58,1010,1006,04-Sep-2025 22:00:00
71.89,71.78,69.42,73.65,1011,64,1011,1007,04-Sep-2025 23:02:54
68.92,68.99,66.15,70.65,1011,74,1011,1008,05-Sep-2025 00:21:13
67.17,67.3,64.31,68.85,1013,79,1013,1009,05-Sep-2025 01:34:44
66.47,66.72,63.88,68.09,1012,83,1012,1009,05-Sep-2025 02:22:30
66,66.25,63.41,67.44,1012,84,1012,1009,05-Sep-2025 03:18:12
65.71,65.98,63.3,67.19,1012,85,1012,1009,05-Sep-2025 04:09:06
65.68,65.98,63.23,67.19,1012,86,1012,1009,05-Sep-2025 05:05:00
65.79,66.11,63.43,67.19,1012,86,1012,1008,05-Sep-2025 06:04:08
65.97,66.31,63.43,67.41,1012,86,1012,1009,05-Sep-2025 07:05:11
66.22,66.58,63.72,67.44,1013,86,1013,1009,05-Sep-2025 08:09:06
65.12,65.37,63.41,66.42,1013,86,1013,1009,05-Sep-2025 08:59:15
64.53,64.72,62.44,66.22,1013,86,1013,1009,05-Sep-2025 09:57:59
65.03,65.32,62.64,66.45,1013,87,1013,1009,05-Sep-2025 10:56:46
66.94,67.42,64.72,68.16,1014,87,1014,1010,05-Sep-2025 12:08:44
68.52,69.3,66.45,69.75,1014,90,1014,1010,05-Sep-2025 13:05:00
71.19,72.09,68.09,72.3,1014,87,1014,1010,05-Sep-2025 14:05:12
73.85,74.79,70.16,75,1013,82,1013,1009,05-Sep-2025 15:14:32
76.08,77.05,73.22,77.52,1013,78,1013,1009,05-Sep-2025 16:08:42
78.51,79.45,75.45,80.51,1013,72,1013,1008,05-Sep-2025 16:59:59
81.77,85.01,78.91,83.32,1012,65,1012,1007,05-Sep-2025 18:06:40
82.6,85.73,80.15,84.51,1011,62,1011,1007,05-Sep-2025 19:03:21
81.86,84.78,79.05,83.71,1011,63,1011,1007,05-Sep-2025 20:04:20
80.96,83.75,78.51,82.78,1011,65,1011,1007,05-Sep-2025 20:57:17
78.66,79.38,76.08,80.46,1012,67,1012,1008,05-Sep-2025 22:05:00
77.27,77.9,74.14,79.05,1013,68,1013,1009,05-Sep-2025 22:55:34
73.9,74.48,70.95,75.65,1013,74,1013,1010,06-Sep-2025 00:20:50
72.01,72.59,69.31,73.85,1014,78,1014,1011,06-Sep-2025 01:30:02
70.79,71.47,68.58,72.45,1014,83,1014,1011,06-Sep-2025 02:27:52
70.45,71.13,68.43,72,1014,84,1014,1011,06-Sep-2025 03:13:51
70.27,70.93,68.43,71.58,1014,84,1014,1010,06-Sep-2025 04:00:34
69.91,70.54,67.5,71.46,1014,84,1014,1010,06-Sep-2025 05:01:40
69.6,70.21,67.5,71.1,1014,84,1014,1010,06-Sep-2025 06:06:36
69.46,70.11,67.33,71.01,1014,85,1014,1010,06-Sep-2025 07:04:48
69.22,69.8,66.7,70.45,1014,84,1014,1011,06-Sep-2025 08:00:05
68.94,69.53,66.43,70.45,1014,85,1014,1011,06-Sep-2025 08:55:31
68.79,69.37,66.31,70.09,1015,85,1015,1011,06-Sep-2025 09:54:51
68.79,69.31,66.31,70.09,1015,84,1015,1011,06-Sep-2025 10:58:24
69.96,70.56,67.5,71.46,1015,83,1015,1011,06-Sep-2025 12:00:04
73.04,73.9,71.29,74.57,1015,82,1015,1011,06-Sep-2025 13:06:56
76.86,77.95,74.16,78.1,1015,79,1015,1011,06-Sep-2025 14:00:01
79.88,79.88,77.14,81.34,1014,75,1014,1010,06-Sep-2025 15:05:03
83.14,88.95,80.1,85.06,1014,71,1014,1010,06-Sep-2025 16:05:01
84.69,91.27,81.28,86.41,1013,68,1013,1009,06-Sep-2025 17:02:35
84.7,90.97,82.08,86.38,1012,67,1012,1008,06-Sep-2025 18:05:44
84.56,90.01,81.14,86.25,1012,65,1012,1008,06-Sep-2025 19:03:23
82.99,87.58,80.17,84.45,1011,67,1011,1007,06-Sep-2025 19:59:19
78.85,78.85,76.95,80.46,1011,69,1011,1007,06-Sep-2025 21:07:04
71.28,72.05,69.03,74.95,1013,84,1013,1008,06-Sep-2025 22:05:56
69.76,70.43,68.52,71.33,1014,85,1014,1010,06-Sep-2025 23:04:41
67.71,68.36,65.28,70.32,1014,89,1014,1010,07-Sep-2025 00:29:18
66.76,67.26,64.38,69.58,1015,88,1015,1011,07-Sep-2025 01:30:31
66.43,66.92,63.95,68.88,1015,88,1015,1011,07-Sep-2025 02:25:48
66.34,66.81,63.95,68,1015,88,1015,1011,07-Sep-2025 03:17:33
66.04,66.47,63.7,67.64,1016,88,1016,1012,07-Sep-2025 04:00:05
65.03,65.37,62.94,66.58,1015,88,1015,1011,07-Sep-2025 04:57:38
63.7,63.86,61.72,65.3,1015,87,1015,1011,07-Sep-2025 05:58:33
62.89,62.96,61.02,64.35,1014,87,1014,1011,07-Sep-2025 07:07:50
62.46,62.55,60.39,64,1014,88,1014,1011,07-Sep-2025 08:22:43
62.31,62.38,60.03,64,1015,88,1015,1011,07-Sep-2025 09:20:07
61.83,61.9,59.72,63.21,1015,89,1015,1012,07-Sep-2025 10:20:44
61.74,61.79,59.72,63.21,1016,89,1016,1012,07-Sep-2025 11:08:01
61.48,61.56,59.38,63,1016,90,1016,1012,07-Sep-2025 12:10:36
61.29,61.34,59.38,62.55,1016,90,1016,1012,07-Sep-2025 13:04:15
61.12,61.16,59.43,62.55,1016,90,1016,1013,07-Sep-2025 14:03:44
60.94,61.02,58.95,62.22,1017,91,1017,1013,07-Sep-2025 14:56:56
61.29,61.34,60.01,62.58,1016,90,1016,1012,07-Sep-2025 16:00:32
61.5,61.57,59.67,63.21,1016,90,1016,1012,07-Sep-2025 17:06:57
61.88,62.01,60.1,63.32,1016,90,1016,1012,07-Sep-2025 18:04:16
61.66,61.75,59.67,63.19,1016,90,1016,1012,07-Sep-2025 19:03:09
61.5,61.57,59.67,63.07,1016,90,1016,1012,07-Sep-2025 20:05:04
61.57,61.61,60.01,63.19,1016,89,1016,1012,07-Sep-2025 20:59:28
61.7,61.75,59.67,63.19,1017,89,1017,1013,07-Sep-2025 22:00:00
61.29,61.3,59.67,63.19,1017,89,1017,1013,07-Sep-2025 22:59:47
60.69,60.69,58.66,62.01,1017,90,1017,1014,08-Sep-2025 00:29:20
60.31,60.31,58.41,61.84,1018,91,1018,1014,08-Sep-2025 01:26:02
59.81,59.77,57.45,61.21,1019,91,1019,1015,08-Sep-2025 02:36:57
59.67,59.61,57.31,61.21,1019,91,1019,1015,08-Sep-2025 03:16:51
59.68,59.63,57.31,61.21,1019,91,1019,1015,08-Sep-2025 04:00:13
58.64,58.44,56.5,60.22,1020,90,1020,1016,08-Sep-2025 05:06:07
57.07,56.62,54.37,59.23,1020,88,1020,1016,08-Sep-2025 06:11:26
55.51,54.84,52.7,57.45,1021,87,1021,1017,08-Sep-2025 07:06:25
54.12,53.37,51.39,56.23,1021,88,1021,1017,08-Sep-2025 08:05:00
52.74,51.85,49.37,55.09,1021,88,1021,1018,08-Sep-2025 09:07:42
51.8,50.81,48.38,54.23,1022,88,1022,1018,08-Sep-2025 10:00:27
51.44,50.41,47.7,53.98,1023,88,1023,1019,08-Sep-2025 10:55:09
53.1,52.11,50.22,55.22,1024,85,1024,1020,08-Sep-2025 12:12:59
57.67,56.8,54.88,59.95,1025,78,1025,1020,08-Sep-2025 13:10:08
61.72,60.98,59.11,63.95,1024,72,1024,1020,08-Sep-2025 14:05:07
64.45,63.66,62.29,66.22,1025,65,1025,1020,08-Sep-2025 15:06:07
66.76,66,63.95,69.22,1025,61,1025,1020,08-Sep-2025 16:05:53
67.66,66.79,65.66,70,1024,57,1024,1020,08-Sep-2025 16:55:46
69.42,68.56,67.14,71.33,1024,53,1024,1019,08-Sep-2025 18:04:49
70.11,69.26,67.14,72.25,1024,52,1024,1019,08-Sep-2025 19:00:00
69.1,68.2,65.95,71.53,1024,53,1024,1019,08-Sep-2025 20:11:49
68.56,67.69,64.94,71.11,1024,55,1024,1019,08-Sep-2025 21:03:57
67.26,66.42,64.09,69.98,1024,58,1024,1019,08-Sep-2025 21:56:39
64.26,63.39,61.23,66.65,1024,64,1024,1020,08-Sep-2025 23:02:29
59.7,58.8,55.89,61.99,1025,73,1025,1020,09-Sep-2025 00:26:20
57.65,56.73,54.14,60.1,1025,77,1025,1021,09-Sep-2025 01:24:16
56.64,55.99,52.34,59.22,1026,85,1026,1022,09-Sep-2025 02:27:57
55.13,54.48,51.21,58.08,1026,88,1026,1022,09-Sep-2025 03:16:43
53.85,53.11,50.2,56.84,1027,89,1027,1022,09-Sep-2025 04:04:30
52.9,52.07,49.19,56.08,1027,89,1027,1023,09-Sep-2025 05:05:00
52.32,51.44,48.25,55.09,1027,89,1027,1023,09-Sep-2025 06:11:09
51.64,50.63,47.52,54.09,1027,88,1027,1022,09-Sep-2025 06:59:13
51.04,50.04,46.71,53.46,1027,89,1027,1023,09-Sep-2025 08:03:36
50.43,49.41,46.42,53.1,1027,90,1027,1023,09-Sep-2025 08:58:09
50.2,49.15,46.26,53.08,1027,90,1027,1023,09-Sep-2025 09:55:14
51.15,50.11,46.72,53.55,1028,88,1028,1023,09-Sep-2025 11:03:38
55.08,54.46,52.21,58.44,1028,89,1028,1024,09-Sep-2025 12:12:30
60.82,60.49,57.58,63.1,1028,83,1028,1024,09-Sep-2025 13:16:34
63.99,63.55,60.85,67.14,1028,74,1028,1024,09-Sep-2025 13:59:37
69.13,68.58,66.15,71.26,1028,60,1028,1024,09-Sep-2025 15:24:00
69.93,69.3,67.28,72.28,1028,57,1028,1024,09-Sep-2025 16:08:06
70.72,70.07,67.68,73.26,1028,55,1028,1024,09-Sep-2025 17:01:47
70.41,69.69,67.95,73.26,1027,54,1027,1023,09-Sep-2025 18:05:09
70.29,69.55,67.95,72.95,1027,54,1027,1023,09-Sep-2025 18:54:23
69.42,68.65,67.37,71.94,1027,55,1027,1023,09-Sep-2025 20:05:32
67.75,66.96,65.68,70.18,1027,58,1027,1023,09-Sep-2025 21:02:39
66.2,65.48,63.95,67.98,1027,63,1027,1022,09-Sep-2025 22:05:10
63.52,62.91,61.29,64.99,1027,71,1027,1022,09-Sep-2025 23:09:43
60.98,60.35,56.88,62.98,1027,76,1027,1023,10-Sep-2025 00:17:22
59.22,58.5,54.19,61.45,1027,78,1027,1024,10-Sep-2025 01:25:15
57.87,57.34,52.66,60.46,1027,85,1027,1023,10-Sep-2025 02:21:21
56.52,55.96,52.25,59.22,1027,87,1027,1023,10-Sep-2025 03:10:59
55.38,54.72,50.43,58.66,1027,87,1027,1023,10-Sep-2025 04:04:46
54.52,53.8,49.66,57.45,1027,88,1027,1022,10-Sep-2025 05:06:02
54.19,53.46,49.24,57.45,1026,88,1026,1022,10-Sep-2025 06:05:25
53.76,52.88,49.66,57.22,1026,86,1026,1022,10-Sep-2025 07:05:01
54.43,53.65,49.66,57.47,1025,87,1025,1021,10-Sep-2025 08:04:42
54.54,53.78,50.2,57.15,1025,87,1025,1021,10-Sep-2025 09:06:35
55.29,54.75,51.57,57.58,1025,90,1025,1021,10-Sep-2025 10:03:35
56.16,55.62,53.02,58.21,1025,88,1025,1021,10-Sep-2025 11:04:09
57.83,57.45,54.5,60.01,1025,88,1025,1021,10-Sep-2025 12:06:21
60.58,60.15,57.25,62.55,1025,81,1025,1021,10-Sep-2025 13:09:23
63.55,63.18,61.14,65.16,1025,76,1025,1021,10-Sep-2025 14:07:42
64.42,64.08,62.38,66.09,1024,75,1024,1021,10-Sep-2025 15:06:16
65.07,64.8,63.16,66.51,1024,75,1024,1020,10-Sep-2025 16:01:55
66.61,66.31,64.09,68.56,1023,71,1023,1019,10-Sep-2025 17:04:04
68.13,67.87,65.08,70.34,1023,69,1023,1019,10-Sep-2025 18:01:20
68.2,67.96,65.14,70.77,1022,69,1022,1018,10-Sep-2025 19:00:09
67.21,66.92,64.09,69.78,1021,70,1021,1017,10-Sep-2025 20:05:44
66.78,66.49,63.88,68.77,1021,71,1021,1017,10-Sep-2025 20:55:54
65.48,65.21,62.67,67.33,1020,74,1020,1017,10-Sep-2025 22:07:43
63.75,63.5,61.3,65.5,1020,78,1020,1016,10-Sep-2025 23:02:51
61.68,61.3,59.14,63.09,1020,80,1020,1016,11-Sep-2025 00:22:05
59.59,59.29,56.52,61.32,1020,86,1020,1015,11-Sep-2025 01:31:09
58.06,57.7,55.15,60.1,1019,88,1019,1015,11-Sep-2025 02:20:51
57.16,56.71,54.01,59.23,1019,88,1019,1015,11-Sep-2025 03:11:47
56.1,55.6,52.66,58.21,1019,89,1019,1015,11-Sep-2025 04:05:48
55.56,55,52.18,57.22,1019,89,1019,1015,11-Sep-2025 04:56:23
54.39,53.71,51.51,56.57,1019,89,1019,1014,11-Sep-2025 06:01:29
53.74,52.95,49.71,55.99,1018,88,1018,1014,11-Sep-2025 07:03:38
52.56,51.66,48.72,55.22,1017,88,1017,1014,11-Sep-2025 08:07:39
51.8,50.81,48.25,53.78,1018,88,1018,1014,11-Sep-2025 08:57:45
51.24,50.2,47.37,53.78,1018,88,1018,1014,11-Sep-2025 10:01:49
51.26,50.18,47.32,53.24,1018,87,1018,1014,11-Sep-2025 11:00:47
55.87,55.09,53.15,58.21,1018,84,1018,1014,11-Sep-2025 12:12:03
60.93,60.3,58.14,63.27,1018,76,1018,1014,11-Sep-2025 13:01:33
66.63,66.09,64,69.22,1018,66,1018,1014,11-Sep-2025 14:05:00
70.41,69.98,67.28,73.08,1019,60,1019,1014,11-Sep-2025 14:59:15
73.4,72.99,70.29,75.99,1018,54,1018,1014,11-Sep-2025 15:58:30
75.6,75.16,72.88,77.5,1018,49,1018,1014,11-Sep-2025 17:05:00
76.68,76.24,73.69,79.16,1018,47,1018,1013,11-Sep-2025 18:06:23
77.11,76.64,74.14,79.5,1017,45,1017,1013,11-Sep-2025 18:57:25
77.22,76.75,73.69,79.99,1017,45,1017,1013,11-Sep-2025 20:01:24
76.15,75.69,72.16,78.98,1017,47,1017,1013,11-Sep-2025 20:55:00
73.94,73.44,71.1,76.64,1017,51,1017,1013,11-Sep-2025 21:57:59
70.16,69.66,66.7,72.27,1018,59,1018,1013,11-Sep-2025 22:56:00
66.34,65.79,62.35,68.85,1018,66,1018,1014,12-Sep-2025 00:15:03
65.1,64.6,60.15,67.21,1019,70,1019,1015,12-Sep-2025 01:30:00
65.17,64.69,60.17,67.77,1019,70,1019,1015,12-Sep-2025 02:20:30
64.54,63.99,59.14,67.05,1019,70,1019,1015,12-Sep-2025 03:11:01
65.23,64.69,59.14,67.15,1020,69,1020,1016,12-Sep-2025 04:03:50
63.68,63.09,59.38,65.21,1020,71,1020,1016,12-Sep-2025 05:03:15
62.1,61.43,57.52,64.47,1020,73,1020,1017,12-Sep-2025 06:04:30
60.62,59.9,55.71,63.21,1021,75,1021,1017,12-Sep-2025 07:04:24
59.59,58.73,55.42,62.22,1021,74,1021,1017,12-Sep-2025 07:56:45
58.41,57.47,53.33,60.94,1021,75,1021,1017,12-Sep-2025 09:04:55
57.67,56.71,53.64,60.24,1022,76,1022,1018,12-Sep-2025 09:58:06
58.14,57.13,52.41,60.1,1023,74,1023,1019,12-Sep-2025 11:05:21
61.09,60.24,57.29,63.1,1023,71,1023,1019,12-Sep-2025 12:12:25
64.44,63.82,61.5,66.16,1023,69,1023,1019,12-Sep-2025 13:05:11
65.93,65.37,64.09,68.31,1024,67,1024,1020,12-Sep-2025 13:59:04
68.63,68.11,65.71,71.15,1024,62,1024,1020,12-Sep-2025 15:05:39
69.75,69.19,66.36,72.28,1024,59,1024,1019,12-Sep-2025 15:58:05
70.59,70.03,68,73.29,1023,57,1023,1019,12-Sep-2025 16:59:17
70.99,70.47,68,74.16,1023,57,1023,1018,12-Sep-2025 17:55:31
70.74,70.2,68,74.16,1022,57,1022,1018,12-Sep-2025 18:57:07
69.91,69.42,66.99,73.35,1022,60,1022,1018,12-Sep-2025 20:05:18
68.4,67.86,66,71.58,1022,62,1022,1018,12-Sep-2025 21:04:41
66.34,65.73,64.08,68.99,1022,65,1022,1018,12-Sep-2025 22:06:47
64.26,63.77,61.95,66.36,1022,72,1022,1018,12-Sep-2025 22:59:20
61.38,60.87,58.14,63.21,1022,78,1022,1018,13-Sep-2025 00:19:42
59.61,58.95,55.72,61.65,1023,78,1023,1019,13-Sep-2025 01:32:55
58.39,57.6,55.15,60.75,1023,78,1023,1019,13-Sep-2025 02:23:01
57.87,57.2,54.14,60.17,1023,82,1023,1019,13-Sep-2025 02:59:09
56.71,55.99,52.38,59.09,1022,83,1022,1019,13-Sep-2025 04:03:16
55.51,54.84,51.39,58.08,1022,87,1022,1019,13-Sep-2025 05:06:16
54.82,54.1,50.38,57.15,1022,87,1022,1019,13-Sep-2025 06:04:32
53.98,53.17,50.25,56.66,1023,87,1023,1018,13-Sep-2025 07:06:45
53.08,52.21,49.41,55.94,1022,88,1022,1018,13-Sep-2025 08:05:18
52.75,51.87,49.41,55.35,1022,88,1022,1018,13-Sep-2025 09:00:01
52.16,51.21,49.5,55.09,1022,88,1022,1018,13-Sep-2025 09:59:49
52.88,52.05,49.5,55.94,1022,89,1022,1018,13-Sep-2025 11:04:55
57.52,57.02,54.88,60.22,1022,86,1022,1018,13-Sep-2025 12:02:38
61.61,61.38,58.3,65.08,1021,83,1021,1017,13-Sep-2025 12:58:54
67.19,66.85,64.58,69.21,1021,69,1021,1017,13-Sep-2025 14:03:15
70.81,70.56,67.71,73.35,1020,63,1020,1016,13-Sep-2025 15:02:33
72.93,72.79,69.15,75.33,1019,61,1019,1015,13-Sep-2025 16:03:11
75.06,74.95,70.95,77.32,1019,57,1019,1015,13-Sep-2025 17:05:06
74.86,74.77,70.41,78.33,1018,58,1018,1014,13-Sep-2025 18:03:33
73.4,73.22,69.15,77.14,1018,59,1018,1013,13-Sep-2025 19:05:00
70.66,70.25,67.95,74.41,1017,60,1017,1013,13-Sep-2025 19:54:46
69.55,69.17,66.15,72.41,1017,63,1017,1013,13-Sep-2025 20:58:47
70.23,70.16,66.09,72.41,1017,68,1017,1013,13-Sep-2025 22:00:05
68.02,67.91,64.58,69.75,1017,72,1017,1013,13-Sep-2025 23:02:39
66.45,66.24,63.57,68.11,1017,73,1017,1013,14-Sep-2025 00:19:04
65.01,64.83,62.31,66.56,1017,77,1017,1013,14-Sep-2025 01:35:23
64.15,63.97,61.66,65.64,1017,79,1017,1013,14-Sep-2025 02:34:12
63.48,63.25,60.89,64.85,1017,79,1017,1013,14-Sep-2025 03:16:39
62.92,62.64,60.15,64.45,1017,79,1017,1013,14-Sep-2025 03:59:16
61.27,61,58.3,63.09,1017,83,1017,1013,14-Sep-2025 05:05:18
60.62,60.42,57.56,62.46,1017,86,1017,1013,14-Sep-2025 06:01:00
60.31,60.13,57,62.01,1016,87,1016,1012,14-Sep-2025 07:05:08
59.76,59.52,56.43,61.57,1015,87,1015,1012,14-Sep-2025 08:04:24
58.78,58.5,55.56,60.58,1015,88,1015,1012,14-Sep-2025 09:03:01
58.12,57.76,54.5,60.1,1015,88,1015,1012,14-Sep-2025 10:07:11
57.83,57.45,54.3,59.85,1016,88,1016,1012,14-Sep-2025 11:05:00
60.89,60.73,58.14,62.94,1016,86,1016,1012,14-Sep-2025 12:06:01
65.21,65.25,62.85,67.21,1016,81,1016,1012,14-Sep-2025 13:09:23
